Año,Kilómetraje,Precio,Lugar,Negociacion,Categoría,Marca,Subtipo,Modelo,Publicación,Recorrido,Vidrios,Transmisión,Combustible,Sistema de climatización,Tracción,Color,Último número de la placa,Dirección,Motor(cilindraje),Tapizado,Placa,Tipo de Motor,Entrada desde,Cuotas desde,Número de cuotas
2018,70000,33.800,Quito,Negociable,USED,Mitsubishi,Camioneta Doble Cabina,L200,,,,,,,,,,,,,,,,,
2018,70000,33.800,Quito,Negociable,USED,Mitsubishi,Camioneta Doble Cabina,Sportero L200,,,,,,,,,,,,,,,,,
2023,0,178.000,Guayaquil,Fijo,USED,Toyota,Todoterreno,Sequoia,,,,,,,,,,,,,,,,,
2014,130000,20.700,Quito,Fijo,USED,Mazda,Todoterreno,CX-5,,,,,,,,,,,,,,,,,
2022,38000,26.800,Cuenca,Negociable,USED,Jetour,Coupé,X70 COUPE,,,,,,,,,,,,,,,,,
2022,0,159.000,Guayaquil,Fijo,USED,Toyota,Camioneta Doble Cabina,Tundra 1794,,,,,,,,,,,,,,,,,
2018,25000,14.500,Cuenca,Fijo,USED,Chevrolet,Sedán,Sail,,,,,,,,,,,,,,,,,
2020,24000,56.900,Quito,Negociable,USED,Kia,Sedán,Stinger GT Line,,,,,,,,,,,,,,,,,
2017,115000,15.900,Quito,Fijo,USED,Great Wall,Camioneta Doble Cabina,Wingle 5 AC CD 4X2,,,,,,,,,,,,,,,,,
2023,0,195.000,Guayaquil,Negociable,NEW,Toyota,Todoterreno,Sequoia,,,,,,,,,,,,,,,,,
2022,10993,39.000,Guayaquil,Negociable,USED,Great Wall,Todoterreno,HAVAL H6 SUPREME,,,,,,,,,,,,,,,,,
2022,22636,54.000,Guayaquil,Negociable,USED,Toyota,Camioneta Doble Cabina,Hilux CD 4x4 Diesel,,,,,,,,,,,,,,,,,
2021,67000,24.900,Quito,Negociable,USED,Great Wall,Camioneta Doble Cabina,Wingle 5 AC CD 4X2,#1707289,208000 Kms,Eléctricos,Manual,Gasolina,Aire Acondicionado,4 x 2,Plata,0,Hidráulica,2200,Tela,Pichincha,2.2,,,
2017,21000,9.900,Quito,Fijo,USED,Renault,Otro,Twizy,,,,,,,,,,,,,,,,,
2018,159554,11.900,Quito,Negociable,USED,Chevrolet,Sedán,Aveo Family,,,,,,,,,,,,,,,,,
2002,376767,9.000,Cuenca,Negociable,USED,Chevrolet,Todoterreno,Grand Vitara 3P,,,,,,,,,,,,,,,,,
2021,22000,36.000,Guayaquil,Negociable,USED,Ford,Todoterreno,Escape,,,,,,,,,,,,,,,,,
2017,143000,16.900,Quito,Negociable,USED,Kia,Coupé,Cerato Koup,,,,,,,,,,,,,,,,,
2020,82000,11.900,Quito,Negociable,USED,Chevrolet,Sedán,Beat,,,,,,,,,,,,,,,,,
2005,193000,12.500,Quito,Negociable,USED,Mitsubishi,Todoterreno,Montero 5P,,,,,,,,,,,,,,,,,
2011,200000,15.900,Quito,Negociable,USED,Hyundai,Todoterreno,Santa Fe,,,,,,,,,,,,,,,,,
2009,210000,8.900,Quito,Negociable,USED,Ford,Hatchback (5 Puertas),Fiesta Power,,,,,,,,,,,,,,,,,
2019,91135,43.000,Guayaquil,Negociable,USED,Toyota,Todoterreno,Fortuner 2.7,,,,,,,,,,,,,,,,,
2023,0,52.900,Guayaquil,Negociable,NEW,Ford,Todoterreno,Bronco,,,,,,,,,,,,,,,,,
2020,32000,105.000,Guayaquil,Negociable,USED,Chevrolet,Todoterreno,Tahoe,,,,,,,,,,,,,,,,,
2022,22128,20.500,Guayaquil,Negociable,USED,Kia,Crossover,Stonic,,,,,,,,,,,,,,,,,
2020,16647,22.000,Guayaquil,Negociable,USED,Peugeot,Hatchback (5 Puertas),2008 GT,,,,,,,,,,,,,,,,,
2010,105000,24.800,Cuenca,Negociable,USED,Lexus,Todoterreno,RX 450 Hibrido,,,,,,,,,,,,,,,,,
2018,120452,11.890,Ambato,Negociable,USED,Kia,Hatchback (5 Puertas),PICANTO LX,,,,,,,,,,,,,,,,,
2018,98145,10.890,Ambato,Negociable,USED,Chevrolet,Hatchback (5 Puertas),Spark GT,,,,,,,,,,,,,,,,,
2020,34300,11.900,Quito,Negociable,USED,Chevrolet,Sedán,Beat,,,,,,,,,,,,,,,,,
2019,60000,39.900,Guayaquil,Fijo,USED,Mini,Crossover,Cooper Countryman S,,,,,,,,,,,,,,,,,
2020,34785,15.500,Ambato,Fijo,USED,Kia,Hatchback (5 Puertas),Picanto GT Limited,,,,,,,,,,,,,,,,,
2019,154000,11.800,Cuenca,Negociable,USED,Chevrolet,Mini van (MPV),N300 MAX CARGO 1.2L TM AC,,,,,,,,,,,,,,,,,
2023,0,184.000,Guayaquil,Negociable,NEW,Toyota,Todoterreno,Sequoia,,,,,,,,,,,,,,,,,
2018,30000,95.000,Guayaquil,Negociable,USED,Maserati,Todoterreno,Levante,,,,,,,,,,,,,,,,,
2021,20000,80.900,Guayaquil,Negociable,USED,Ford,Camioneta Doble Cabina,F150 XLT CD,,,,,,,,,,,,,,,,,
2021,5255,65.000,Guayaquil,Negociable,USED,Mini,Hatchback (3 Puertas),John Cooper Works,,,,,,,,,,,,,,,,,
2022,0,107.000,Guayaquil,Negociable,NEW,Jeep,Todoterreno,Wrangler Sahara,,,,,,,,,,,,,,,,,
2009,265000,12.900,Otavalo,Negociable,USED,Nissan,Todoterreno,X-Trail Classic,,,,,,,,,,,,,,,,,
2018,50124,26.800,Ambato,Negociable,USED,Hyundai,Todoterreno,TUCSON TL,,,,,,,,,,,,,,,,,
2022,0,85.000,Guayaquil,Negociable,NEW,Toyota,Todoterreno,Fortuner 4.0,,,,,,,,,,,,,,,,,
2019,123000,31.900,Guayaquil,Negociable,USED,Ford,Camioneta Doble Cabina,RANGER XL,,,,,,,,,,,,,,,,,
2022,11000,33.800,Guayaquil,Negociable,USED,Hyundai,Sedán,Sonata Hybrid,,,,,,,,,,,,,,,,,
2017,171000,32.900,Guayaquil,Negociable,USED,Ford,Todoterreno,Edge,,,,,,,,,,,,,,,,,
2015,269000,44.000,Guayaquil,Negociable,USED,Ford,Camioneta Doble Cabina,F150 Lariat,,,,,,,,,,,,,,,,,
2015,201000,44.000,Guayaquil,Negociable,USED,Ford,Camioneta Doble Cabina,F150 Lariat,,,,,,,,,,,,,,,,,
2018,118000,13.500,Guayaquil,Negociable,USED,Chevrolet,Sedán,Beat,#1721515,34300 Kms,Manuales,Manual,Gasolina,Aire Acondicionado,4 x 2,Plomo,6,Hidráulica,1200,Tela,Pichincha,,,,
2017,116000,9.400,Quito,Negociable,USED,Chevrolet,Hatchback (5 Puertas),Spark Life,,,,,,,,,,,,,,,,,
2019,123000,19.500,Quito,Negociable,USED,Suzuki,Todoterreno,S-Cross 4x4,,,,,,,,,,,,,,,,,
2003,250000,5.500,Quito,Negociable,USED,Renault,Hatchback (3 Puertas),Twingo,,,,,,,,,,,,,,,,,
2018,55046,85.890,Ambato,Negociable,USED,Toyota,Todoterreno,Land Cruiser Prado VX,,,,,,,,,,,,,,,,,
2016,103451,18.500,Ambato,Negociable,USED,Kia,Todoterreno,Sportage Active,,,,,,,,,,,,,,,,,
2021,109000,49.900,Guayaquil,Negociable,USED,Mitsubishi,Todoterreno,Montero Sport,,,,,,,,,,,,,,,,,
2021,13000,99.000,Guayaquil,Negociable,USED,Toyota,Todoterreno,FJ Cruiser,,,,,,,,,,,,,,,,,
2002,225478,7.500,Ambato,Negociable,USED,Chevrolet,Sedán,Esteem,,,,,,,,,,,,,,,,,
2015,150000,9.800,Quito,Negociable,USED,Chevrolet,Sedán,Aveo,,,,,,,,,,,,,,,,,
2020,55000,12.800,Quito,Negociable,USED,Chery,Sedán,Arrizo 3,,,,,,,,,,,,,,,,,
2013,143000,10.900,Quito,Negociable,USED,Chevrolet,Todoterreno,Captiva Sport,,,,,,,,,,,,,,,,,
2009,300000,22.900,Quito,Negociable,USED,Toyota,Todoterreno,4 Runner,,,,,,,,,,,,,,,,,
2018,57145,10.600,Ambato,Negociable,USED,Chevrolet,Hatchback (5 Puertas),Spark Life,,,,,,,,,,,,,,,,,
2019,50000,19.000,Riobamba,Negociable,USED,Toyota,Hatchback (5 Puertas),Prius C Sport,,,,,,,,,,,,,,,,,
2006,157716,13.500,Riobamba,Fijo,USED,Chevrolet,Todoterreno,TrailBlazer Extended,,,,,,,,,,,,,,,,,
2005,1,24.800,Cuenca,Negociable,USED,Porsche,Todoterreno,Cayenne,,,,,,,,,,,,,,,,,
2015,287000,31.200,Latacunga,Negociable,USED,Toyota,Camioneta Doble Cabina,Hilux SR5,,,,,,,,,,,,,,,,,
2011,1,26.800,Cuenca,Negociable,USED,Honda,Todoterreno,Pilot,,,,,,,,,,,,,,,,,
2004,240000,14.500,Sangolqui,Negociable,USED,Mitsubishi,Todoterreno,Montero Blister,,,,,,,,,,,,,,,,,
2022,39000,15.700,Guayaquil,Negociable,USED,Renault,Sedán,Logan,,,,,,,,,,,,,,,,,
2017,126000,42.000,Guayaquil,Negociable,USED,Ford,Todoterreno,Explorer XLT,,,,,,,,,,,,,,,,,
2022,9577,129.900,Guayaquil,Negociable,USED,Jeep,Camioneta Doble Cabina,Gladiator Mojave,,,,,,,,,,,,,,,,,
2020,53000,22.700,Ambato,Negociable,USED,Chevrolet,Todoterreno,Captiva Limited,,,,,,,,,,,,,,,,,
1998,280000,9.900,Quito,Negociable,USED,Chevrolet,Todoterreno,Vitara 5P,,,,,,,,,,,,,,,,,
1996,374000,4.300,Ambato,Negociable,USED,Volkswagen,Hatchback (5 Puertas),GOL CONFORT,,,,,,,,,,,,,,,,,
2014,164000,29.500,Quito,Fijo,USED,Audi,Todoterreno,Q5 Hybrid,,,,,,,,,,,,,,,,,
2022,19000,55.000,Guayaquil,Negociable,USED,Kia,Van,Carnival,,,,,,,,,,,,,,,,,
2021,40000,30.500,Quito,Fijo,USED,Toyota,Todoterreno,C-HR,,,,,,,,,,,,,,,,,
2019,109000,29.500,Quito,Negociable,USED,Nissan,Todoterreno,X-Trail Exclusive,,,,,,,,,,,,,,,,,
2002,225448,5.500,Cuenca,Negociable,USED,Renault,Hatchback (3 Puertas),Twingo,,,,,,,,,,,,,,,,,
2014,245300,14.900,Cuenca,Negociable,USED,Chevrolet,Camioneta Cabina Simple,D-MAX TD 2.5 CS 4X2 TM DIESEL,,,,,,,,,,,,,,,,,
2020,42006,20.900,Quito,Negociable,USED,Chevrolet,Todoterreno,Captiva Limited,,,,,,,,,,,,,,,,,
2018,83100,16.900,Quito,Negociable,USED,Chevrolet,Todoterreno,Tracker,,,,,,,,,,,,,,,,,
2019,72000,36.900,Cuenca,Negociable,USED,Chevrolet,Camioneta Doble Cabina,LUV Dmax CD,,,,,,,,,,,,,,,,,
2022,26000,47.500,Cuenca,Negociable,USED,Honda,Todoterreno,Pilot,#1720760,101000 Kms,Eléctricos,,Gasolina,Aire Acondicionado,4 x 4,Plomo,,,,Cuero,,,,,
2022,12800,27.900,Cuenca,Negociable,USED,Jetour,Coupé,X70 COUPE,,,,,,,,,,,,,,,,,
1995,267000,4.900,Quito,Fijo,USED,Volkswagen,Hatchback (5 Puertas),Golf,,,,,,,,,,,,,,,,,
2019,59534,15.500,Quito,Negociable,USED,Soueast,Todoterreno,DX3,,,,,,,,,,,,,,,,,
2014,48000,53.500,Cuenca,Negociable,USED,Ford,Convertible,Mustang,,,,,,,,,,,,,,,,,
2012,134000,14.500,Quito,Negociable,USED,Toyota,Sedán,Corolla 1.6,,,,,,,,,,,,,,,,,
2019,80674,12.500,Quito,Negociable,USED,Renault,Sedán,Logan,,,,,,,,,,,,,,,,,
2010,276465,6.900,Quito,Negociable,USED,Fiat,Utilitario,Fiorino Fire,,,,,,,,,,,,,,,,,
2014,144000,14.000,Quito,Negociable,USED,Kia,Todoterreno,Sportage LX,,,,,,,,,,,,,,,,,
1995,236746,3.900,Quito,Negociable,USED,Skoda,Hatchback (5 Puertas),Forman,,,,,,,,,,,,,,,,,
2011,184996,9.900,Quito,Negociable,USED,Renault,Hatchback (5 Puertas),Sandero,,,,,,,,,,,,,,,,,
2003,322951,5.900,Quito,Negociable,USED,Peugeot,Hatchback (5 Puertas),Berlina 307 XS,,,,,,,,,,,,,,,,,
2009,165621,10.900,Quito,Fijo,USED,Suzuki,Todoterreno,Grand Vitara SZ 2.0 4x4,,,,,,,,,,,,,,,,,
2014,100200,8.900,Quito,Fijo,USED,Changhe,Hatchback (5 Puertas),CH7142 C,,,,,,,,,,,,,,,,,
2021,7000,16.000,Riobamba,Negociable,USED,Great Wall,Todoterreno,M4,,,,,,,,,,,,,,,,,
2019,83754,13.800,Riobamba,Negociable,USED,Chevrolet,Van de Carga,N300,,,,,,,,,,,,,,,,,
2021,30000,10.500,Ambato,Negociable,USED,DFSK,Van de Carga,K01 AC 1.1 CS 4x2 TM,,,,,,,,,,,,,,,,,
2013,90000,13.500,Ambato,Negociable,USED,Toyota,Hatchback (5 Puertas),Prius C Sport,,,,,,,,,,,,,,,,,
2018,104000,26.800,Cuenca,Negociable,USED,Hyundai,Todoterreno,TUCSON TL,,,,,,,,,,,,,,,,,
2012,60925,69.000,Quito,Negociable,USED,Jeep,Todoterreno,Wrangler Unlimited Sahara,,,,,,,,,,,,,,,,,
2012,140000,18.500,Ambato,Negociable,USED,Kia,Todoterreno,Sportage R,,,,,,,,,,,,,,,,,
2017,112000,25.900,Cuenca,Negociable,USED,Hyundai,Todoterreno,TUCSON TL,,,,,,,,,,,,,,,,,
2019,76000,44.800,Cuenca,Negociable,USED,Toyota,Todoterreno,Fortuner 2.7,,,,,,,,,,,,,,,,,
2022,23965,16.300,Quito,Negociable,USED,Chery,Todoterreno,TIGGO 2 PRO,,,,,,,,,,,,,,,,,
1995,264000,5.500,Ambato,Fijo,USED,Volkswagen,Hatchback (5 Puertas),Golf,,,,,,,,,,,,,,,,,
2019,90000,18.500,Quito,Negociable,USED,Soueast,Todoterreno,DX7,,,,,,,,,,,,,,,,,
2014,150917,21.500,Guayaquil,Negociable,USED,Hyundai,Todoterreno,Santa Fe 4x2,,,,,,,,,,,,,,,,,
2018,84000,24.500,Guayaquil,Negociable,USED,Kia,Todoterreno,Sportage R,,,,,,,,,,,,,,,,,
2017,148000,12.200,Quito,Negociable,USED,Chevrolet,Sedán,Aveo Emotion GLS,,,,,,,,,,,,,,,,,
2016,120000,40.000,Guayaquil,Negociable,USED,Ford,Todoterreno,Explorer XLT,,,,,,,,,,,,,,,,,
2020,182250,17.900,Quito,Negociable,USED,Citroen,Hatchback (5 Puertas),C3,,,,,,,,,,,,,,,,,
2013,113500,13.900,Quito,Negociable,USED,Great Wall,Todoterreno,H5,,,,,,,,,,,,,,,,,
2011,181500,9.900,Cuenca,Negociable,USED,Chevrolet,Hatchback (5 Puertas),Aveo Activo,,,,,,,,,,,,,,,,,
2011,62000,40.900,Quito,Negociable,USED,BMW,Todoterreno,X5 4.4i,,,,,,,,,,,,,,,,,
2021,34000,50.500,Quito,Negociable,USED,Mitsubishi,Todoterreno,Montero Sport,,,,,,,,,,,,,,,,,
2020,39000,42.500,Cuenca,Negociable,USED,Hyundai,Todoterreno,TUCSON TL,#1717148,104000 Kms,,,,,,,,,,,,,,,
2015,49000,50.900,Cuenca,Negociable,USED,Mercedes Benz,Hatchback (5 Puertas),GLA 250,,,,,,,,,,,,,,,,,
2020,52000,62.900,Cuenca,Negociable,USED,Ford,Camioneta Cabina Simple,F150,,,,,,,,,,,,,,,,,
2018,30000,72.000,Quito,Negociable,USED,Ford,Camioneta Doble Cabina,F150 Lariat,,,,,,,,,,,,,,,,,
2009,120000,7.500,Cuenca,Fijo,USED,Chevrolet,Hatchback (5 Puertas),Spark,,,,,,,,,,,,,,,,,
2022,0,19.990,Quito,Negociable,NEW,Volkswagen,Hatchback (5 Puertas),Polo,,,,,,,,,,,,,,,,,
2017,53585,58.500,Guayaquil,Negociable,USED,Ford,Todoterreno,Expedition,,,,,,,,,,,,,,,,,
2023,0,30.900,Cuenca,Negociable,NEW,Chevrolet,Camioneta Doble Cabina,D-MAX HI RIDE,,,,,,,,,,,,,,,,,
2010,227000,12.400,Quito,Negociable,USED,Nissan,Todoterreno,Qashqai,,,,,,,,,,,,,,,,,
2012,101000,25.500,Quito,Negociable,USED,Ford,Todoterreno,Explorer XLT,,,,,,,,,,,,,,,,,
2013,320000,14.900,Quito,Negociable,USED,Mazda,Camioneta Doble Cabina,BT-50 CD 4x2 Diesel,,,,,,,,,,,,,,,,,
2016,144000,20.900,Quito,Negociable,USED,Nissan,Todoterreno,X-Trail Sense,,,,,,,,,,,,,,,,,
2007,131000,15.500,Quito,Negociable,USED,Nissan,Todoterreno,Pathfinder,,,,,,,,,,,,,,,,,
1964,13400,13.200,Quito,Negociable,USED,Ford,Coupé,Fairlane,,,,,,,,,,,,,,,,,
2015,28100,22.500,Quito,Negociable,USED,Nissan,Todoterreno,X-Trail Sense,,,,,,,,,,,,,,,,,
2017,55000,45.900,Quito,Negociable,USED,BMW,Todoterreno,X1,,,,,,,,,,,,,,,,,
2009,94000,23.900,Quito,Negociable,USED,Volvo,Sedán,S80,,,,,,,,,,,,,,,,,
2019,44500,44.900,Quito,Negociable,USED,Toyota,Todoterreno,Fortuner 2.7,,,,,,,,,,,,,,,,,
2018,52000,47.000,Guayaquil,Negociable,USED,Ford,Todoterreno,Explorer XLT,,,,,,,,,,,,,,,,,
1997,136109,92.000,Guayaquil,Negociable,USED,Land Rover,Todoterreno,Defender 90,,,,,,,,,,,,,,,,,
2017,50000,15.900,Quito,Negociable,USED,Renault,Todoterreno,Duster 2.0,,,,,,,,,,,,,,,,,
2013,130000,18.800,Ambato,Negociable,USED,Ford,Todoterreno,Edge,,,,,,,,,,,,,,,,,
1977,62000,6.000,Quito,Negociable,USED,Chevrolet,Camioneta Doble Cabina,LUV CD,,,,,,,,,,,,,,,,,
2022,10,107.000,Guayaquil,Negociable,USED,Ford,Todoterreno,Explorer XLT,,,,,,,,,,,,,,,,,
2011,236000,18.900,Guayaquil,Negociable,USED,Ford,Todoterreno,Explorer,,,,,,,,,,,,,,,,,
2015,73000,22.500,Quito,Negociable,USED,Mazda,Hatchback (5 Puertas),3,,,,,,,,,,,,,,,,,
2022,0,107.000,Guayaquil,Negociable,NEW,Audi,Hatchback (5 Puertas),E-TRON 55 SPORTBACK QUATT,,,,,,,,,,,,,,,,,
2016,104000,24.900,Cuenca,Negociable,USED,Hyundai,Todoterreno,TUCSON TL,,,,,,,,,,,,,,,,,
2015,187703,18.900,Guayaquil,Negociable,USED,Toyota,Van,Innova,,,,,,,,,,,,,,,,,
2007,216000,7.200,Guayaquil,Negociable,USED,Chevrolet,Mini van (MPV),Vivant,,,,,,,,,,,,,,,,,
2020,70441,29.900,Guayaquil,Negociable,USED,Kia,Crossover,SPORTAGE R GTI,,,,,,,,,,,,,,,,,
2022,0,150.000,Guayaquil,Negociable,NEW,Jeep,Camioneta Doble Cabina,GLADIATOR RUBICON,,,,,,,,,,,,,,,,,
2014,130000,13.500,Quito,Negociable,USED,Chevrolet,Todoterreno,Captiva Sport,,,,,,,,,,,,,,,,,
2018,88552,41.000,Guayaquil,Negociable,USED,Nissan,Todoterreno,Pathfinder,,,,,,,,,,,,,,,,,
2018,136113,50.000,Guayaquil,Negociable,USED,Ford,Todoterreno,Explorer XLT,,,,,,,,,,,,,,,,,
2018,107000,19.800,Guayaquil,Negociable,USED,Ford,Todoterreno,Explorer XLT,#1711222,52000 Kms,Eléctricos,Automática,Gasolina,Climatizador,4 x 4,Rojo,9,Hidráulica,3500,Cuero,Guayas,V6,,,
2016,96000,40.000,Guayaquil,Negociable,USED,Ford,Todoterreno,Explorer XLT,,,,,,,,,,,,,,,,,
2019,105000,18.000,Guayaquil,Negociable,USED,Citroen,Hatchback (5 Puertas),C3,,,,,,,,,,,,,,,,,
2013,262000,24.900,Guayaquil,Negociable,USED,Ford,Todoterreno,Explorer,,,,,,,,,,,,,,,,,
2015,111000,20.500,Quito,Negociable,USED,Nissan,Todoterreno,X-Trail Xtreme,,,,,,,,,,,,,,,,,
2017,75000,13.900,Quito,Negociable,USED,Chevrolet,Sedán,Aveo Emotion Advance,,,,,,,,,,,,,,,,,
2019,51937,31.000,Guayaquil,Negociable,USED,Jeep,Todoterreno,Compass,,,,,,,,,,,,,,,,,
2015,172000,22.500,Guayaquil,Negociable,USED,Nissan,Todoterreno,X-Trail Sense,,,,,,,,,,,,,,,,,
2009,90792,12.900,Quito,Fijo,USED,Dodge,Todoterreno,Durango,,,,,,,,,,,,,,,,,
2007,132179,12.200,Quito,Negociable,USED,Hyundai,Todoterreno,Terracan V6 3.5,,,,,,,,,,,,,,,,,
1994,178637,18.000,Riobamba,Negociable,USED,Toyota,Todoterreno,4 Runner,,,,,,,,,,,,,,,,,
2017,57000,18.400,Riobamba,Negociable,USED,Chevrolet,Hatchback (5 Puertas),Cruze,,,,,,,,,,,,,,,,,
2017,155000,17.700,Riobamba,Negociable,USED,Chevrolet,Todoterreno,Grand Vitara SZ Next Sport TM,,,,,,,,,,,,,,,,,
2007,236000,11.000,Guayaquil,Negociable,USED,Hyundai,Todoterreno,Tucson TA,,,,,,,,,,,,,,,,,
1996,187000,9.800,Quito,Negociable,USED,BMW,Sedán,528i,,,,,,,,,,,,,,,,,
2022,10,165.000,Guayaquil,Negociable,USED,Chevrolet,Camioneta Doble Cabina,Silverado,,,,,,,,,,,,,,,,,
2022,10,110.000,Guayaquil,Negociable,USED,Ram,Camioneta Doble Cabina,RAM DT 1500 BIGHORN ETORQUE,,,,,,,,,,,,,,,,,
2008,220831,11.500,Quito,Negociable,USED,Chevrolet,Camioneta Doble Cabina,LUV D-MAX V6 4X2 CD TA,,,,,,,,,,,,,,,,,
2019,54500,12.700,Quito,Negociable,USED,Baic,Todoterreno Ligero,X25,,,,,,,,,,,,,,,,,
2014,173000,20.000,Quito,Negociable,USED,Chevrolet,Sedán,Sail,,,,,,,,,,,,,,,,,
2011,144000,9.200,Quito,Negociable,USED,Volkswagen,Sedán,GOL 1.6,,,,,,,,,,,,,,,,,
2010,196000,10.800,Ambato,Negociable,USED,Mazda,Camioneta Cabina Simple,BT-50 CS 2.2,,,,,,,,,,,,,,,,,
2016,163229,27.500,Cuenca,Negociable,USED,Chevrolet,Camioneta Doble Cabina,D-MAX CRDI AC 3.0 CD 4X4 TM DIESEL,,,,,,,,,,,,,,,,,
2022,0,150.000,Guayaquil,Negociable,USED,Jeep,Camioneta Doble Cabina,Gladiator Mojave,,,,,,,,,,,,,,,,,
2022,0,230.000,Guayaquil,Negociable,NEW,GMC,Todoterreno,YUKON DENALI XL,,,,,,,,,,,,,,,,,
2022,0,150.000,Guayaquil,Negociable,USED,Jeep,Camioneta Doble Cabina,Gladiator Mojave,,,,,,,,,,,,,,,,,
2022,0,260.000,Guayaquil,Negociable,USED,Lincoln,Todoterreno,Navigator,,,,,,,,,,,,,,,,,
2022,0,185.000,Guayaquil,Negociable,NEW,Toyota,Camioneta Doble Cabina,Tundra Limited,,,,,,,,,,,,,,,,,
2022,0,210.000,Guayaquil,Negociable,NEW,Toyota,Camioneta Doble Cabina,Tundra 1794,,,,,,,,,,,,,,,,,
2022,0,210.000,Guayaquil,Negociable,NEW,Nissan,Todoterreno,Armada,,,,,,,,,,,,,,,,,
2013,217000,7.200,Quito,Negociable,USED,Chevrolet,Hatchback (5 Puertas),Spark,,,,,,,,,,,,,,,,,
2009,118132,26.500,Guayaquil,Negociable,USED,Chevrolet,Todoterreno,Tahoe Híbrido,,,,,,,,,,,,,,,,,
2007,230000,6.800,Ambato,Negociable,USED,Chevrolet,Hatchback (5 Puertas),Corsa Evolution,,,,,,,,,,,,,,,,,
2022,0,150.000,Guayaquil,Negociable,NEW,Jeep,Camioneta Doble Cabina,Gladiator Mojave,,,,,,,,,,,,,,,,,
2022,0,280.000,Guayaquil,Negociable,NEW,Lincoln,Todoterreno,Navigator,,,,,,,,,,,,,,,,,
2005,255000,10.500,Cuenca,Negociable,USED,Baic,Todoterreno Ligero,X25,#1707607,54500 Kms,Eléctricos,Manual,Gasolina,Aire Acondicionado,4 x 2,Negro,6,Hidráulica,1500,Cuero,Pichincha,,,,
2017,54632,14.000,Riobamba,Negociable,USED,Citroen,Sedán,C-ELYSEE,,,,,,,,,,,,,,,,,
1994,264686,6.900,Quito,Negociable,USED,Audi,Sedán,80,,,,,,,,,,,,,,,,,
2015,130000,15.900,Ambato,Negociable,USED,Chevrolet,Hatchback (5 Puertas),Grand Vitara 5p 4x2,,,,,,,,,,,,,,,,,
2022,24555,26.000,Riobamba,Negociable,USED,Great Wall,Camioneta Doble Cabina,WINGLE 7 2.0 CD 4X4 DIESEL,,,,,,,,,,,,,,,,,
2017,125000,32.800,Cuenca,Negociable,USED,Volkswagen,Camioneta Doble Cabina,Amarok 4x4,,,,,,,,,,,,,,,,,
1993,170000,7.400,Quito,Negociable,USED,Toyota,Camioneta Cabina Simple,Stout,,,,,,,,,,,,,,,,,
2011,186000,18.490,Riobamba,Negociable,USED,Ford,Camioneta Doble Cabina,Sport Track,,,,,,,,,,,,,,,,,
2015,159534,14.900,Quito,Negociable,USED,Chevrolet,Todoterreno,Tracker LS,,,,,,,,,,,,,,,,,
2002,236000,6.500,Ambato,Negociable,USED,Volkswagen,Camioneta Cabina Simple,Saveiro,,,,,,,,,,,,,,,,,
2009,20000,30.800,Ambato,Negociable,USED,Toyota,Todoterreno,Highlander Limited Hibrido,,,,,,,,,,,,,,,,,
2012,123,21.900,Ambato,Negociable,USED,Chevrolet,Camioneta Doble Cabina,D-Max 4x4 CD,,,,,,,,,,,,,,,,,
2018,28000,19.300,Quito,Fijo,USED,Mazda,Hatchback (5 Puertas),CX-3 Full,,,,,,,,,,,,,,,,,
2022,38000,10.200,Ambato,Negociable,USED,Volkswagen,Hatchback (5 Puertas),Polo,,,,,,,,,,,,,,,,,
2007,204000,23.800,Quito,Negociable,USED,Chevrolet,Camioneta Cabina Simple,D-MAX 4X2 CS,,,,,,,,,,,,,,,,,
2018,62000,36.900,Ambato,Negociable,USED,Kia,Todoterreno,Sportage,,,,,,,,,,,,,,,,,
2022,22000,10.000,Ambato,Negociable,USED,Chevrolet,Camioneta Doble Cabina,D-MAX CRDI 2.5 CD 4X2 TM DIESEL,,,,,,,,,,,,,,,,,
1979,145000,22.000,Quito,Negociable,USED,BMW,Coupé,316,,,,,,,,,,,,,,,,,
2023,24123,25.800,Quito,Negociable,USED,Chevrolet,Todoterreno,Tracker LS,,,,,,,,,,,,,,,,,
2017,130000,14.900,Cuenca,Fijo,USED,Chevrolet,Camioneta Doble Cabina,D-MAX CRDI  3.0 CD 4X2  DIESEL,,,,,,,,,,,,,,,,,
2002,131000,23.900,Quito,Negociable,USED,Mercedes Benz,Sedán,C320,,,,,,,,,,,,,,,,,
2019,32000,23.000,Cuenca,Negociable,USED,Kia,Todoterreno,Sportage R,,,,,,,,,,,,,,,,,
2014,139000,14.500,Cuenca,Negociable,USED,Mitsubishi,Todoterreno,Outlander,,,,,,,,,,,,,,,,,
2018,50000,11.900,Cuenca,Fijo,USED,Peugeot,Hatchback (5 Puertas),208,,,,,,,,,,,,,,,,,
2007,260000,17.900,Cuenca,Negociable,USED,Chevrolet,Todoterreno,Grand Vitara 3P Sport,,,,,,,,,,,,,,,,,
2010,179622,69.900,Quito,Negociable,USED,Toyota,Todoterreno,Highlander Hibrido,,,,,,,,,,,,,,,,,
2019,9000,13.500,Cuenca,Negociable,USED,Audi,Sedán,A5,,,,,,,,,,,,,,,,,
2013,119456,7.500,Quito,Negociable,USED,Suzuki,Todoterreno,Grand Vitara SZ 2.4,,,,,,,,,,,,,,,,,
